Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	S:\Proteomics_Restored\6883\DIA\raw\B000254_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DIA.raw	S:\Proteomics_Restored\6883\DIA\raw\B000258_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DIA.raw	S:\Proteomics_Restored\6883\DIA\raw\B000262_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DIA.raw	S:\Proteomics_Restored\6883\DIA\raw\B000278_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DIA_2.raw	S:\Proteomics_Restored\6883\DIA\raw\B000282_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DIA_2.raw	S:\Proteomics_Restored\6883\DIA\raw\B000286_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DIA_2.raw	S:\Proteomics_Restored\6883\DIA\raw\B000302_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio02_DIA_3.raw	S:\Proteomics_Restored\6883\DIA\raw\B000306_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio04_DIA_3.raw	S:\Proteomics_Restored\6883\DIA\raw\B000310_Ap_6883_EXT-765_DIA_Yeast_UPS2_ratio08_DIA_3.raw
P06102	NOT3_YEAST	NOT3	General negative regulator of transcription subunit 3	18	18	7.5877e+06	6.77779e+06	7.19566e+06	6.7537e+06	6.99887e+06	6.64556e+06	7.21123e+06	7.59456e+06	7.66685e+06
P06103	EIF3B_YEAST	PRT1	Eukaryotic translation initiation factor 3 subunit B	28	28	4.23296e+07	4.26374e+07	4.42994e+07	4.33662e+07	4.37232e+07	4.49274e+07	4.42264e+07	4.52729e+07	4.19887e+07
P06105	SC160_YEAST	SCP160	Protein SCP160	62	62	6.35354e+07	6.39619e+07	6.11712e+07	6.48221e+07	6.45653e+07	6.49306e+07	6.26516e+07	6.38898e+07	6.49194e+07
P06115	CATT_YEAST	CTT1	Catalase T	13	13	8.8204e+06	8.60206e+06	8.56036e+06	9.37136e+06	8.94117e+06	8.93219e+06	9.22326e+06	9.46218e+06	7.65857e+06
P06168	ILV5_YEAST	ILV5	Ketol-acid reductoisomerase, mitochondrial	17	17	3.72279e+08	3.74093e+08	3.96308e+08	3.80634e+08	4.07718e+08	4.14925e+08	3.88233e+08	4.21237e+08	3.97698e+08
P06169	PDC1_YEAST	PDC1	Pyruvate decarboxylase isozyme 1	28	19	4.58043e+09	4.96297e+09	4.93796e+09	4.88995e+09	4.93424e+09	4.8047e+09	5.29206e+09	5.4349e+09	5.41869e+09
P06174	HEM4_YEAST	HEM4	Uroporphyrinogen-III synthase	4	4	3.91997e+06	2.9102e+06	3.28417e+06	3.95227e+06	3.45949e+06	3.45294e+06	3.86709e+06	4.39421e+06	3.02985e+06
P06182	CCHL_YEAST	CYC3	Holocytochrome-c synthase	4	4	1.28511e+07	1.24935e+07	1.168e+07	1.21729e+07	1.26848e+07	1.13641e+07	1.15689e+07	1.32534e+07	9.50473e+06
P06197	PIS_YEAST	PIS1	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	5	5	1.18856e+07	1.34575e+07	1.03298e+07	1.43345e+07	1.55054e+07	1.27747e+07	1.31315e+07	1.40244e+07	1.50195e+07
P06208	LEU1_YEAST	LEU4	2-isopropylmalate synthase	23	15	5.70512e+07	5.44091e+07	5.72131e+07	5.26633e+07	5.69502e+07	5.7435e+07	5.38541e+07	5.76888e+07	5.95354e+07
P06242	KIN28_YEAST	KIN28	Serine/threonine-protein kinase KIN28	5	5	1.14976e+06	942132	838897	1.51035e+06	1.54095e+06	1.25707e+06	1.80949e+06	1.19078e+06	1.18975e+06
P06244	KAPA_YEAST	TPK1	cAMP-dependent protein kinase type 1	6	5	9.25859e+06	9.35208e+06	9.18927e+06	9.27097e+06	8.87526e+06	8.50446e+06	8.59069e+06	9.28901e+06	8.81049e+06
P06245	KAPB_YEAST	TPK2	cAMP-dependent protein kinase type 2	11	9	2.19819e+07	1.95605e+07	2.26765e+07	2.07824e+07	2.06778e+07	2.15187e+07	1.98884e+07	1.99675e+07	1.97932e+07
P06367	RS14A_YEAST	RPS14A	Small ribosomal subunit protein uS11A	8	1	4.95807e+08	4.48237e+08	4.66094e+08	4.38488e+08	4.96083e+08	5.27687e+08	4.98169e+08	4.78166e+08	4.92407e+08
P06634	DED1_YEAST	DED1	ATP-dependent RNA helicase DED1	26	21	1.08692e+08	1.05623e+08	1.07386e+08	1.08709e+08	1.07078e+08	1.06531e+08	1.07209e+08	1.08647e+08	1.02616e+08
P06700	SIR2_YEAST	SIR2	NAD-dependent histone deacetylase SIR2	5	4	1.20175e+06	1.18081e+06	1.30134e+06	1.12451e+06	1.13636e+06	1.00895e+06	989892	1.49868e+06	1.03758e+06
P06701	SIR3_YEAST	SIR3	Regulatory protein SIR3	11	11	1.57239e+06	1.44784e+06	1.28342e+06	1.2585e+06	1.61628e+06	1.23679e+06	1.49697e+06	1.42891e+06	1.30971e+06
P06704	CDC31_YEAST	CDC31	Cell division control protein 31	6	6	7.91004e+06	7.65138e+06	6.67559e+06	7.31101e+06	7.42902e+06	7.75616e+06	8.15674e+06	7.9856e+06	6.8728e+06
P06738	PHSG_YEAST	GPH1	Glycogen phosphorylase	42	42	8.82969e+07	8.71397e+07	8.71232e+07	8.56055e+07	8.79245e+07	9.09014e+07	8.50532e+07	8.70627e+07	8.90287e+07
P06773	DCTD_YEAST	DCD1	Deoxycytidylate deaminase	4	4	1.17321e+06	940713	1.18034e+06	1.04352e+06	1.13375e+06		1.33596e+06	1.02232e+06	1.06024e+06
P06774	HAP2_YEAST	HAP2	Transcriptional activator HAP2	3	3	1.70402e+06	1.81124e+06	1.43011e+06	1.45322e+06	1.32128e+06	1.28951e+06	1.3567e+06	1.47485e+06	1.61643e+06
P06776	PDE2_YEAST	PDE2	3',5'-cyclic-nucleotide phosphodiesterase 2	3	3	1.09824e+06	1.14934e+06	1.11931e+06	1.09344e+06	856911	1.1882e+06	1.20703e+06	944515	1.40056e+06
P06778	RAD52_YEAST	RAD52	DNA repair and recombination protein RAD52	5	5	1.11528e+06	1.08083e+06	982329	776689	994103	1.25822e+06	1.29574e+06	810004	1.42597e+06
P06779	RAD7_YEAST	RAD7	DNA repair protein RAD7	3	3	1.16215e+06	1.20069e+06	1.33738e+06	1.63118e+06	1.49089e+06	1.37741e+06	1.64346e+06	2.19303e+06	1.0294e+06
P06780	RHO1_YEAST	RHO1	GTP-binding protein RHO1	4	4	7.80859e+07	7.60928e+07	8.28781e+07	9.16282e+07	9.05666e+07	9.41469e+07	8.9567e+07	9.23649e+07	8.03202e+07
P06781	RHO2_YEAST	RHO2	GTP-binding protein RHO2	4	4	1.63596e+07	1.6367e+07	1.2205e+07	1.6682e+07	1.55883e+07	1.72798e+07	1.65449e+07	1.9293e+07	1.76762e+07
P06782	SNF1_YEAST	SNF1	Carbon catabolite-derepressing protein kinase	17	17	1.54825e+07	1.64703e+07	1.56725e+07	1.42955e+07	1.39298e+07	1.5775e+07	1.61196e+07	1.61364e+07	1.62369e+07
P06785	TYSY_YEAST	CDC21	Thymidylate synthase	10	10	1.01719e+07	1.10435e+07	1.04518e+07	9.79652e+06	9.61091e+06	1.01235e+07	9.85902e+06	1.00584e+07	1.02326e+07
P06786	TOP2_YEAST	TOP2	DNA topoisomerase 2	35	35	1.65912e+07	1.63357e+07	1.53881e+07	1.56789e+07	1.59278e+07	1.6649e+07	1.62031e+07	1.69935e+07	1.68852e+07
P06787	CALM_YEAST	CMD1	Calmodulin	9	9	1.26785e+08	1.18404e+08	1.22451e+08	1.30071e+08	1.32864e+08	1.23682e+08	1.31075e+08	1.32366e+08	1.29395e+08
P06838	RAD10_YEAST	RAD10	DNA repair protein RAD10	2	2		100263	43099.4	41462	78658.7	51292		74314.1	
P06839	RAD3_YEAST	RAD3	General transcription and DNA repair factor IIH helicase subunit XPD	9	9	3.89208e+06	3.56903e+06	3.53734e+06	2.7882e+06	3.8911e+06	3.433e+06	3.53057e+06	3.29085e+06	3.6151e+06
P06843	SPT2_YEAST	SPT2	Protein SPT2	3	3	593880	576584	767782	408954	491055	657700	528521	329500	401575
P06844	SPT3_YEAST	SPT3	Protein SPT3	2	2	2.18724e+06	1.90309e+06	1.69777e+06	1.30499e+06	1.5399e+06	1.74691e+06	1.42312e+06	1.47333e+06	2.02244e+06
P07143	CY1_YEAST	CYT1	Cytochrome c1, heme protein, mitochondrial	4	4	4.50306e+06	5.21702e+06	5.40815e+06	5.12644e+06	4.86646e+06	5.17477e+06	4.93267e+06	5.88318e+06	5.61315e+06
P07149	FAS1_YEAST	FAS1	Fatty acid synthase subunit beta	84	84	1.0628e+08	1.055e+08	1.06444e+08	1.0591e+08	1.05763e+08	1.08206e+08	1.0399e+08	1.07131e+08	1.06249e+08
P07170	KAD2_YEAST	ADK1	Adenylate kinase	17	17	3.29593e+08	3.22793e+08	3.23127e+08	3.23224e+08	3.35063e+08	3.30313e+08	3.55255e+08	3.25398e+08	3.47332e+08
P07172	HIS8_YEAST	HIS5	Histidinol-phosphate aminotransferase	12	12	2.48205e+07	2.38707e+07	2.45022e+07	2.5436e+07	2.76221e+07	2.38753e+07	2.76803e+07	2.49357e+07	2.34455e+07
P07213	TOM70_YEAST	TOM70	Mitochondrial import receptor subunit TOM70	30	30	5.02681e+07	5.32093e+07	5.33149e+07	5.49446e+07	5.40963e+07	5.21986e+07	4.96973e+07	5.40774e+07	5.30908e+07
P07236	SYTM_YEAST	MST1	Threonine--tRNA ligase, mitochondrial	7	7	2.52028e+06	2.26026e+06	2.17301e+06	2.21854e+06	1.91184e+06	2.02825e+06	1.67852e+06	1.91038e+06	2.27634e+06
P07244	PUR2_YEAST	ADE57	Bifunctional purine biosynthetic protein ADE5,7	33	33	1.75994e+08	1.7836e+08	1.76591e+08	1.70159e+08	1.74974e+08	1.75035e+08	1.71933e+08	1.7731e+08	1.71287e+08
P07245	C1TC_YEAST	ADE3	C-1-tetrahydrofolate synthase, cytoplasmic	44	40	2.25953e+08	2.15e+08	2.13202e+08	2.15726e+08	2.18941e+08	2.17212e+08	2.2443e+08	2.24581e+08	2.224e+08
P07246	ADH3_YEAST	ADH3	Alcohol dehydrogenase 3, mitochondrial	17	15	1.94862e+09	1.9598e+09	1.93887e+09	2.0036e+09	2.02147e+09	2.13653e+09	2.05674e+09	2.06206e+09	2.08633e+09
P07248	ADR1_YEAST	ADR1	Regulatory protein ADR1	12	12	3.27804e+07	3.41523e+07	3.11602e+07	2.96072e+07	2.90333e+07	3.0489e+07	2.93561e+07	2.76096e+07	3.10825e+07
P07250	IPMK_YEAST	ARG82	Inositol polyphosphate multikinase	1	1	1.88212e+06	1.48637e+06	2.64634e+06	1.2372e+06	2.80657e+06	2.50681e+06	1.93719e+06	1.17718e+06	2.18092e+06
P07251	ATPA_YEAST	ATP1	ATP synthase subunit alpha, mitochondrial	22	22	1.56226e+08	1.47566e+08	1.50752e+08	1.53964e+08	1.48317e+08	1.50152e+08	1.50982e+08	1.50972e+08	1.46411e+08
P07253	CBP6_YEAST	CBP6	Cytochrome B pre-mRNA-processing protein 6	10	10	8.24468e+06	8.50653e+06	8.16513e+06	7.65183e+06	7.70628e+06	8.67977e+06	7.88191e+06	7.99421e+06	7.83773e+06
P07255	COX9_YEAST	COX9	Cytochrome c oxidase subunit 9, mitochondrial	2	2	3.7483e+06	3.45134e+06	3.7486e+06	2.90918e+06	3.29208e+06	4.80199e+06	3.41115e+06	4.16609e+06	3.47378e+06
P07256	QCR1_YEAST	COR1	Cytochrome b-c1 complex subunit 1, mitochondrial	16	16	2.92712e+07	2.97817e+07	2.9372e+07	2.95522e+07	3.03248e+07	2.9638e+07	2.86712e+07	2.96345e+07	2.90536e+07
P07257	QCR2_YEAST	QCR2	Cytochrome b-c1 complex subunit 2, mitochondrial	18	18	5.79172e+07	5.55859e+07	5.57441e+07	5.83006e+07	5.6325e+07	5.41723e+07	5.64092e+07	5.64697e+07	5.79196e+07
P07259	PYR1_YEAST	URA2	Multifunctional protein URA2	101	99	1.21206e+08	1.17274e+08	1.15319e+08	1.16166e+08	1.17154e+08	1.18632e+08	1.1975e+08	1.20853e+08	1.15472e+08
P07260	IF4E_YEAST	CDC33	Eukaryotic translation initiation factor 4E	11	11	5.42696e+07	5.57155e+07	5.84196e+07	5.24699e+07	5.58403e+07	6.30095e+07	5.03657e+07	5.31922e+07	5.51165e+07
P07261	GCR1_YEAST	GCR1	Glycolytic genes transcriptional activator GCR1	2	2	22373.8		16688.4		13891.3	15058.3			13565
P07262	DHE4_YEAST	GDH1	NADP-specific glutamate dehydrogenase 1	26	18	5.90478e+07	5.67317e+07	6.30063e+07	5.92497e+07	5.97181e+07	6.01225e+07	5.63746e+07	6.18178e+07	6.29169e+07
P07263	SYH_YEAST	HTS1	Histidine--tRNA ligase, mitochondrial	16	16	2.91651e+07	3.07517e+07	3.0282e+07	3.06248e+07	3.10877e+07	3.13226e+07	2.84218e+07	3.08247e+07	3.00798e+07
P07264	LEUC_YEAST	LEU1	3-isopropylmalate dehydratase	28	28	1.75892e+07	1.86836e+07	1.9201e+07	1.76006e+07	1.80996e+07	1.86883e+07	1.6404e+07	1.79805e+07	1.81658e+07
P07266	MRS1_YEAST	MRS1	Mitochondrial RNA-splicing protein MRS1	2	2	173305		166619		155819				
P07267	CARP_YEAST	PEP4	Saccharopepsin	11	11	1.36306e+08	1.39298e+08	1.47119e+08	1.34427e+08	1.47514e+08	1.51827e+08	1.36004e+08	1.48652e+08	1.26838e+08
P07269	PHO2_YEAST	PHO2	Regulatory protein PHO2	5	5	4.15956e+06	4.80818e+06	3.74336e+06	4.50686e+06	3.31237e+06	3.11664e+06	3.0325e+06	3.52709e+06	3.41626e+06
P07270	PHO4_YEAST	PHO4	Phosphate system positive regulatory protein PHO4	4	4	1.675e+06	1.24674e+06	1.84125e+06	1.29444e+06	1.66799e+06	1.60396e+06	1.74785e+06	1.63197e+06	1.37478e+06
P07273	TFS2_YEAST	DST1	Transcription elongation factor S-II	15	15	1.15211e+07	1.21198e+07	1.18004e+07	1.05667e+07	1.14967e+07	1.08881e+07	1.1625e+07	1.08785e+07	1.06686e+07
P07274	PROF_YEAST	PFY1	Profilin	4	4	5.43252e+07	5.17568e+07	5.24453e+07	4.98656e+07	6.04446e+07	5.49516e+07	5.22975e+07	5.03824e+07	4.99688e+07
P07275	PUT2_YEAST	PUT2	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial	19	19	1.28587e+07	1.15418e+07	1.34668e+07	1.27516e+07	1.19043e+07	1.32629e+07	1.23601e+07	1.36254e+07	1.29743e+07
P07276	RAD2_YEAST	RAD2	DNA repair protein RAD2	3	3	259538	109880	101796	180009		217298	248323	205860	361334
P07277	ERG12_YEAST	ERG12	Mevalonate kinase	10	10	1.21267e+07	1.10264e+07	1.22109e+07	1.17606e+07	1.22534e+07	1.19469e+07	1.20365e+07	1.2395e+07	1.36779e+07
P07278	KAPR_YEAST	BCY1	cAMP-dependent protein kinase regulatory subunit	20	20	4.75576e+07	4.67452e+07	4.78148e+07	4.52611e+07	4.60261e+07	4.54654e+07	4.56657e+07	4.57014e+07	4.63451e+07
P07281;P07280	RS19A_YEAST;RS19B_YEAST	RPS19A;RPS19B	Small ribosomal subunit protein eS19A	7	0	8.62801e+08	8.55681e+08	8.74164e+08	8.69525e+08	8.75569e+08	8.52261e+08	8.37978e+08	9.12596e+08	8.892e+08
P07283	PMM_YEAST	SEC53	Phosphomannomutase	15	15	6.96667e+07	7.13983e+07	6.89767e+07	6.79823e+07	7.21487e+07	7.20037e+07	6.77187e+07	7.34203e+07	6.88405e+07
P07284	SYSC_YEAST	SES1	Serine--tRNA ligase, cytoplasmic	24	24	1.20406e+08	1.14913e+08	1.17212e+08	1.23709e+08	1.2283e+08	1.22761e+08	1.22825e+08	1.22885e+08	1.22086e+08
P07285	TRPD_YEAST	TRP4	Anthranilate phosphoribosyltransferase	11	11	5.55255e+06	5.95415e+06	5.89539e+06	6.01837e+06	6.15193e+06	5.84606e+06	5.80165e+06	5.49256e+06	5.59653e+06
P07286	GPT_YEAST	ALG7	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase	1	1	702591	833342	588986	631225	597246	1.22061e+06	817604	702762	432206
P07342	ILVB_YEAST	ILV2	Acetolactate synthase catalytic subunit, mitochondrial	20	20	2.44858e+07	2.31253e+07	2.41765e+07	2.16608e+07	2.39561e+07	2.56999e+07	2.46585e+07	2.44282e+07	2.41945e+07
P07347	ARD1_YEAST	ARD1	N-terminal acetyltransferase A complex catalytic subunit ARD1	9	9	1.2767e+07	1.46031e+07	1.34102e+07	1.35743e+07	1.57078e+07	1.50921e+07	1.40534e+07	1.39521e+07	1.24037e+07
P07560	SEC4_YEAST	SEC4	Ras-related protein SEC4	11	10	5.37711e+07	5.02282e+07	5.42936e+07	5.37457e+07	5.48756e+07	5.52736e+07	5.43746e+07	5.69542e+07	6.09722e+07
P07702	LYS2_YEAST	LYS2	L-2-aminoadipate reductase	47	47	1.65267e+07	1.65107e+07	1.59261e+07	1.61411e+07	1.58817e+07	1.5843e+07	1.56219e+07	1.61596e+07	1.63822e+07
P07703	RPAC1_YEAST	RPC40	DNA-directed RNA polymerases I and III subunit RPAC1	14	14	3.16232e+07	3.08077e+07	3.07742e+07	3.36661e+07	3.29198e+07	3.23759e+07	3.2537e+07	3.11244e+07	2.98015e+07
P07806	SYV_YEAST	VAS1	Valine--tRNA ligase, mitochondrial	47	47	5.10671e+08	5.0872e+08	4.97867e+08	5.16052e+08	5.13678e+08	5.00491e+08	5.27548e+08	5.18298e+08	5.09362e+08
P07807	DYR_YEAST	DFR1	Dihydrofolate reductase	5	5	4.90523e+06	4.98104e+06	5.5474e+06	4.97737e+06	5.24658e+06	5.90372e+06	4.80151e+06	5.02845e+06	5.43817e+06
P07884	MOD5_YEAST	MOD5	tRNA dimethylallyltransferase	2	2							220711	234022	248376
P07991	OAT_YEAST	CAR2	Ornithine aminotransferase	18	18	3.51185e+07	3.50953e+07	3.53905e+07	3.62493e+07	3.54341e+07	3.57756e+07	3.46244e+07	3.57019e+07	3.6811e+07
P08004	CHS1_YEAST	CHS1	Chitin synthase 1	9	9	2.30427e+06	2.37006e+06	2.28839e+06	2.19032e+06	2.3004e+06	2.26469e+06	1.93769e+06	2.18682e+06	2.29454e+06
P08018	PBS2_YEAST	PBS2	MAP kinase kinase PBS2	12	12	2.81707e+06	2.6013e+06	2.80358e+06	2.42468e+06	2.73557e+06	2.42702e+06	2.56006e+06	3.02433e+06	2.72728e+06
P08067	UCRI_YEAST	RIP1	Cytochrome b-c1 complex subunit Rieske, mitochondrial	3	3	8.36164e+06	6.91885e+06	6.17823e+06	7.08733e+06	6.14031e+06	5.42181e+06	7.77097e+06	6.84549e+06	7.21486e+06
P08417	FUMH_YEAST	FUM1	Fumarate hydratase, mitochondrial	18	18	2.86531e+07	2.98987e+07	3.05492e+07	2.74701e+07	2.85289e+07	2.90917e+07	2.89352e+07	3.1114e+07	2.90751e+07
P08425	SYFM_YEAST	MSF1	Phenylalanine--tRNA ligase, mitochondrial	2	2	3.43032e+06	4.30023e+06	2.44041e+06	2.08607e+06	2.93163e+06	3.09707e+06	4.12003e+06	5.6092e+06	4.21612e+06
P08456	PSS_YEAST	CHO1	CDP-diacylglycerol--serine O-phosphatidyltransferase	4	4	2.3291e+07	2.32156e+07	2.19574e+07	2.09349e+07	2.13256e+07	2.36768e+07	2.35122e+07	2.23939e+07	2.66492e+07
P08465	MET2_YEAST	MET2	Homoserine O-acetyltransferase	1	1				2.21594e+06	1.60385e+06				1.33686e+06
P08466	NUC1_YEAST	NUC1	Mitochondrial nuclease	7	7	2.93105e+06	2.47044e+06	2.92519e+06	2.96667e+06	3.27956e+06	2.62992e+06	3.05998e+06	2.9487e+06	2.96261e+06
P08518	RPB2_YEAST	RPB2	DNA-directed RNA polymerase II subunit RPB2	37	37	1.95338e+07	1.89251e+07	1.95171e+07	1.90923e+07	1.94041e+07	1.86887e+07	1.96468e+07	2.05957e+07	1.91107e+07
P08524	ERG20_YEAST	ERG20	Farnesyl pyrophosphate synthase	12	12	9.8572e+07	9.55889e+07	9.27604e+07	9.39106e+07	9.89264e+07	9.92809e+07	1.02455e+08	1.02194e+08	9.4591e+07
P08536	MET3_YEAST	MET3	Sulfate adenylyltransferase	1	1	2.14262e+06	888155			2.73439e+06	1.17435e+06		3.05308e+06	
P08539	GPA1_YEAST	GPA1	Guanine nucleotide-binding protein alpha-1 subunit	13	13	4.03776e+06	3.92649e+06	4.0646e+06	3.78764e+06	3.76378e+06	3.79144e+06	4.72888e+06	4.40475e+06	4.94216e+06
P08566	ARO1_YEAST	ARO1	Pentafunctional AROM polypeptide	68	68	3.57786e+07	3.53316e+07	3.54399e+07	3.4549e+07	3.51788e+07	3.51453e+07	3.41777e+07	3.49126e+07	3.50925e+07
P08638	LEUR_YEAST	LEU3	Regulatory protein LEU3	1	1	90668.3	55790.2	55571.7	69405.6	53320.9	70979.7	89476.7	66012.5	96056.5
P08678	CYAA_YEAST	CYR1	Adenylate cyclase	32	32	7.19323e+06	7.35165e+06	7.30196e+06	7.21725e+06	7.02545e+06	6.65645e+06	7.15871e+06	7.54588e+06	7.86925e+06
P08679	CISY2_YEAST	CIT2	Citrate synthase, peroxisomal	16	15	2.44878e+07	2.54666e+07	2.60711e+07	2.48678e+07	2.67517e+07	2.76478e+07	2.3462e+07	2.64605e+07	2.67948e+07
P08964	MYO1_YEAST	MYO1	Myosin-1	16	16	1.86014e+06	1.65289e+06	1.49197e+06	1.50127e+06	1.48331e+06	1.63143e+06	1.51861e+06	1.62202e+06	1.87509e+06
P09032	EI2BG_YEAST	GCD1	Translation initiation factor eIF2B subunit gamma	12	12	1.00366e+07	9.67913e+06	9.31692e+06	1.08005e+07	9.07128e+06	9.50962e+06	1.07088e+07	9.82046e+06	1.00483e+07
P09064	IF2B_YEAST	SUI3	Eukaryotic translation initiation factor 2 subunit beta	16	16	6.63006e+07	6.36268e+07	6.40973e+07	6.28754e+07	6.9854e+07	6.37423e+07	6.6416e+07	6.88383e+07	6.41799e+07
P09232	PRTB_YEAST	PRB1	Cerevisin	13	13	7.62647e+07	8.22025e+07	7.41899e+07	8.03244e+07	7.36052e+07	7.14773e+07	7.12481e+07	7.47269e+07	7.5551e+07
P09368	PUT1_YEAST	PUT1	Proline dehydrogenase, mitochondrial	2	2	84844.8	74989.2				49458.9	81705.3	71336.9	
P09436	SYIC_YEAST	ILS1	Isoleucine--tRNA ligase, cytoplasmic	49	49	9.57129e+07	9.44007e+07	9.72045e+07	9.57416e+07	9.76392e+07	9.95627e+07	9.70703e+07	9.21115e+07	9.43785e+07
P09440	C1TM_YEAST	MIS1	C-1-tetrahydrofolate synthase, mitochondrial	25	25	1.32263e+07	1.26875e+07	1.19869e+07	1.20863e+07	1.26238e+07	1.23239e+07	1.3008e+07	1.41466e+07	1.27778e+07
P09457	ATPO_YEAST	ATP5	ATP synthase subunit 5, mitochondrial	10	10	1.76459e+07	1.68243e+07	1.53623e+07	1.59426e+07	1.54355e+07	1.42785e+07	1.50891e+07	1.56291e+07	1.46934e+07
P09547	SWI1_YEAST	SWI1	SWI/SNF chromatin-remodeling complex subunit SWI1	4	4	1.16489e+06	1.23415e+06	1.39685e+06	1.30604e+06	1.31747e+06	1.51982e+06	1.35479e+06	1.22866e+06	1.30581e+06
P09620	KEX1_YEAST	KEX1	Pheromone-processing carboxypeptidase KEX1	11	11	4.31757e+06	5.30164e+06	5.40949e+06	4.42438e+06	5.32545e+06	4.30215e+06	5.22043e+06	5.0318e+06	5.33228e+06
P09624	DLDH_YEAST	LPD1	Dihydrolipoyl dehydrogenase, mitochondrial	21	21	6.15092e+07	5.69386e+07	5.69688e+07	6.64023e+07	6.63442e+07	6.4197e+07	6.21487e+07	6.39985e+07	5.48396e+07
P09733	TBA1_YEAST	TUB1	Tubulin alpha-1 chain	7	7	7.29056e+07	7.02547e+07	7.51042e+07	8.02429e+07	7.79729e+07	7.50144e+07	7.56374e+07	7.5308e+07	7.16726e+07
P09734	TBA3_YEAST	TUB3	Tubulin alpha-3 chain	15	8	5.15914e+07	5.42778e+07	5.22464e+07	5.44884e+07	5.78457e+07	5.6387e+07	5.23981e+07	5.30735e+07	5.46635e+07
P09798	CDC16_YEAST	CDC16	Anaphase-promoting complex subunit CDC16	1	1	257862	321444	241558	245251	242129	187320	264011	265151	397087
P09880	TRNL_YEAST	TRL1	tRNA ligase	19	19	7.14454e+06	6.43628e+06	6.91683e+06	5.83148e+06	6.32234e+06	6.57694e+06	6.48818e+06	7.08655e+06	7.92484e+06
P09938	RIR2_YEAST	RNR2	Ribonucleoside-diphosphate reductase small chain 1	15	15	1.78621e+08	1.82049e+08	1.88106e+08	1.84875e+08	1.88247e+08	1.94788e+08	1.74567e+08	1.81047e+08	1.921e+08
P09950	HEM1_YEAST	HEM1	5-aminolevulinate synthase, mitochondrial	10	10	9.49269e+06	7.95885e+06	9.68222e+06	8.37721e+06	1.06515e+07	9.26842e+06	8.5181e+06	9.66779e+06	9.80373e+06
P09959	SWI6_YEAST	SWI6	Regulatory protein SWI6	16	16	5.57112e+06	5.3896e+06	4.99476e+06	4.31243e+06	4.4988e+06	5.37506e+06	4.74822e+06	4.82003e+06	5.23101e+06
P0C074	YSF3_YEAST	YSF3	RDS3 complex subunit 10	1	1	346033	793841	739080	633419	658926	697506	566667	641321	728020
P0C0T4;Q3E792	RS25A_YEAST;RS25B_YEAST	RPS25A;RPS25B	Small ribosomal subunit protein eS25B	5	0	3.17278e+08	3.48106e+08	3.32353e+08	3.5115e+08	3.68383e+08	3.2124e+08	3.70904e+08	3.35535e+08	3.6195e+08
P0C0V8	RS21A_YEAST	RPS21A	Small ribosomal subunit protein eS21A	7	1	7.23963e+08	7.78241e+08	7.56025e+08	7.72224e+08	7.90382e+08	8.92394e+08	8.30676e+08	8.06334e+08	7.66674e+08
P0C0W1	RS22A_YEAST	RPS22A	Small ribosomal subunit protein uS8A	5	1	6.55311e+08	7.21723e+08	7.14684e+08	6.47103e+08	6.58467e+08	6.57922e+08	6.47667e+08	6.4069e+08	7.42208e+08
P0C0W9;Q3E757	RL11A_YEAST;RL11B_YEAST	RPL11A;RPL11B	Large ribosomal subunit protein uL5A	5	0	4.32597e+08	3.99787e+08	4.40025e+08	4.73009e+08	4.38985e+08	4.30974e+08	5.13811e+08	4.6672e+08	5.11507e+08
P0C0X0;Q3E7X9	RS28A_YEAST;RS28B_YEAST	RPS28A;RPS28B	Small ribosomal subunit protein eS28B	4	0	5.04736e+08	4.64488e+08	5.49344e+08	4.5933e+08	4.49007e+08	4.93419e+08	4.88839e+08	5.36159e+08	5.49721e+08
P0C2H6;P0C2H7	RL27A_YEAST;RL27B_YEAST	RPL27A;RPL27B	Large ribosomal subunit protein eL27A	6	0	6.74987e+08	7.18317e+08	6.30453e+08	5.78573e+08	6.74015e+08	6.05915e+08	5.40677e+08	6.1915e+08	5.56386e+08
P0C2H8	RL31A_YEAST	RPL31A	Large ribosomal subunit protein eL31A	7	1	3.9807e+08	3.60214e+08	3.85984e+08	4.02261e+08	3.41572e+08	4.1307e+08	3.52984e+08	4.11394e+08	3.83611e+08
P0C2H9	RL31B_YEAST	RPL31B	Large ribosomal subunit protein eL31B	1	1	2.74896e+07	2.87283e+07	4.26445e+07	2.77738e+07	3.65101e+07	2.9782e+07	3.1809e+07	3.01812e+07	2.69536e+07
